name,url,closing_date,fields
TETA Bursary South Africa 2025,https://www.zabursaries.co.za/general-bursaries-south-africa/teta-bursary/,11 September 2024 (at 23:59).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
The Paul Mthimunye Bursary Fund South Africa 2021 – 2022,https://www.zabursaries.co.za/general-bursaries-south-africa/the-paul-mthimunye-bursary-fund/,None – submission of applications are open all year round and students are welcome to apply at any time.,
Tiger Brands Bursary South Africa 2025,https://www.zabursaries.co.za/general-bursaries-south-africa/tiger-brands-thusani-trust-bursary/,30 September 2024 (at 22:57).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Tiso Foundation Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/general-bursaries-south-africa/tiso-foundation-bursary/,30 September 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Tomorrow Trust Bursary South Africa 2025,https://www.zabursaries.co.za/general-bursaries-south-africa/tomorrow-trust-sa-bursary/,15 October 2024 (extension).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
TOTAL Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/general-bursaries-south-africa/total-bursary/,30 November 2018.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Toughees Bursary Competition South Africa 2024,https://www.zabursaries.co.za/general-bursaries-south-africa/toughees-bursary-competition/,15 February 2024.(Applications submitted after these dates will not be accepted – please apply before the closing date to ensure your application is considered.),
Toyota South Africa Motors Bursary 2025,https://www.zabursaries.co.za/general-bursaries-south-africa/toyota-sa-motors-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Truworths Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/general-bursaries-south-africa/truworths-bursary/,30 September 2017.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Tsitsikamma Wind Farm Trust Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/general-bursaries-south-africa/tsitsikamma-wind-farm-trust-bursary/,28 January 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
TTI Bursary South Africa 2024,https://www.zabursaries.co.za/general-bursaries-south-africa/tti-bursary/,None – applications are accepted throughout the year.,
Two Rivers Platinum Bursary South Africa 2024,https://www.zabursaries.co.za/general-bursaries-south-africa/two-rivers-platinum-bursary/,22 November 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
UCT Online High School Adult Matric Scholarship South Africa 2023,https://www.zabursaries.co.za/general-bursaries-south-africa/uct-online-high-school-adult-matric-scholarship/,The scholarship will close when all 500 spots have been filled!,
UCT Online High School Scholarship South Africa 2025,https://www.zabursaries.co.za/general-bursaries-south-africa/uct-online-high-school-scholarship/,31 August 2024 (at 23:59).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Vulamathuba Empumelelo Bursary South Africa 2025,https://www.zabursaries.co.za/general-bursaries-south-africa/vulamathuba-empumelelo-bursary/,6 December 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
W&RSETA Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/general-bursaries-south-africa/wrseta-bursary/,28 February 2018.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Wells Mountain Initiative Scholarship South Africa 2024,https://www.zabursaries.co.za/general-bursaries-south-africa/wells-mountain-initiative-scholarship/,2 March 2024 (at 6:59 AM).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
WOA Fuels & Oils Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/general-bursaries-south-africa/woa-fuels-oils-bursary/,30 June 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
WPN Bursary South Africa 2024,https://www.zabursaries.co.za/general-bursaries-south-africa/wpn-bursary/,12 January 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Alfred Nzo District Municipality Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/alfred-nzo-district-municipality-bursary/,14 February 2025.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Ba-Phalaborwa Municipality Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/ba-phalaborwa-municipality-bursary/,30 November 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Bergrivier Municipality Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/bergrivier-municipality-bursary/,27 October 2023 (at 15:00) (extension).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Bitou Municipality Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/bitou-municipality-mayoral-bursary/,2 February 2024 (extension).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Blouberg Municipality Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/blouberg-municipality-bursary/,19 January 2018.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Breede Valley Municipality Bursaries South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/breede-valley-municipality-bursary/,1 November 2024 (at 14:00).(Applications submitted after these dates will not be accepted – please apply before the closing date to ensure your application is considered.),
Buffalo City Metropolitan Municipality Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/buffalo-city-metropolitan-municipality-bursary/,31 October 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Bushbuckridge Local Municipality Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/bushbuckridge-local-municipality-bursary/,26 January 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Cape Agulhas Municipality Bursary South Africa 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/cape-agulhas-municipality-bursary/,10 February 2023 (at 15:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Cape Winelands District Municipality Mayoral Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/cape-winelands-district-municipality-bursary/,30 November 2017 (16:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Capricorn District Municipality Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/capricorn-district-municipality-bursary/,20 December 2019 (at 16:30).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Cederberg Municipality Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/cederberg-municipality-bursary/,28 January 2022 (at 12:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Chris Hani District Municipality Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/chris-hani-district-municipality-bursary/,31 March 2021 (at 12:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
City of Cape Town Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/city-of-cape-town-bursary/,15 September 2023 – extension.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
City of Ekurhuleni Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/ekurhuleni-metropolitan-municipality-bursaries/,22 November 2019.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
City of Johannesburg (COJ) Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/city-of-johannesburg-bursary/,4 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
City of Johannesburg Emergency Management Services Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/city-of-johannesburg-ems-bursary/,29 November 2019.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
City of Matlosana Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/city-of-matlosana-bursary/,31 January annually.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Compensation Fund Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/compensation-fund-bursary/,31 March 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
"Department of Economic Development, Environmental and Tourism (DEDEAT) Bursary South Africa 2024",https://www.zabursaries.co.za/government-bursaries-south-africa/dedea-bursary/,24 November 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
"Department of Agriculture, Land Reform and Rural Development (DALRRD) Bursary South Africa 2025",https://www.zabursaries.co.za/government-bursaries-south-africa/department-of-agriculture-forestry-fisheries-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
"Department of Agriculture, Land Reform and Rural Development (DALRRD) Bursary South Africa 2025",https://www.zabursaries.co.za/government-bursaries-south-africa/dalrrd-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Department of Correctional Services Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/department-of-correctional-services-bursary/,14 October 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
"Department of Forestry, Fisheries and the Environment (DFFE) Bursary South Africa 2025",https://www.zabursaries.co.za/government-bursaries-south-africa/department-of-environment-forestry-and-fisheries-bursary/,18 October 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Department of Military Veterans Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/department-of-military-veterans-bursary/,30 September 2017,
Department of Mineral Resources and Energy (DMRE) Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/department-of-mineral-resources-bursary/,20 December 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Department of Public Works Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/department-of-public-works-bursary/,30 April 2017.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Department of Rural Development and Agrarian Reform (DRDAR) Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/department-of-rural-development-and-agrarian-reform-bursary/,30 November 2018.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Department of Tourism Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/department-of-tourism-bursary/,13 December 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Department of Water and Sanitation (DWS) Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/department-of-water-sanitation-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
"Eastern Cape Dept of Economic Development, Environmental Affairs and Tourism Bursary South Africa 2021 – 2022",https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-dept-of-economic-development-environmental-affairs-and-tourism-bursary/,To be confirmed,
Dr AB Xuma Local Municipality Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/dr-ab-xuma-local-municipality-bursary/,25 October 2024 (at 16:30).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Dr JS Moroka Local Municipality Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/dr-js-moroka-local-municipality-bursary/,13 December 2024 (13:00).(Applications submitted after these dates will not be accepted – please apply before the closing date to ensure your application is considered.),
Dr Ruth S Mompati District Municipality Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/dr-ruth-s-mompati-district-municipality-bursary/,29 January 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Drakenstein Municipality Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/drakenstein-municipality-bursary/,1 November 2024 (at 15:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Dube TradePort Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/dube-tradeport-bursary/,31 January 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Eastern Cape Department of Health Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-department-of-health-bursary/,30 November 2018.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Eastern Cape Department of Transport Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-department-of-transport-bursary/,28 February 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Eastern Cape Department of Transport Traffic Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-department-of-transport-traffic-bursary/,10 November 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Eastern Cape Department of Public Works and Infrastructure Bursary South Africa 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-dept-of-roads-and-public-works-bursary/,31 January 2023 (at 16:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Eastern Cape Office of the Premier (ECOTP) Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-office-of-the-premier-ecotp-bursary/,15 April 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Eastern Cape Provincial Treasury Bursary South Africa 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-provincial-treasury-bursary/,5 May 2023 (extension).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Eastern Cape Department of Education (ECDOE) Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-department-of-education-ecdoe/,2 December 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Elias Motsoaledi Local Municipality Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/elias-motsoaledi-local-municipality-bursary/,17 January 2025 (at 16:15).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Elsenburg Agricultural Training Institute (EATI) Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/western-cape-dept-of-agriculture-elsenburg-agricultural-training-institute-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Emadlangeni Municipality Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/emadlangeni-municipality-bursary/,22 February 2019.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Emalahleni Local Municipality Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/emalahleni-local-municipality-bursary/,22 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Emfuleni Local Municipality Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/emfuleni-local-municipality-bursary/,30 November 2024 (at 16:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Ephraim Mogale Local Municipality Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/ephraim-mogale-local-municipality-bursary/,31 October 2019.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
eThekwini Municipality Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/durban-ethekwini-municipality-bursary/,12 January 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Garden Route District Municipality Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/garden-route-district-municipality-bursary/,31 October 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Gauteng COGTA Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-cogta-bursary/,16 February 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Gauteng Department of Agriculture and Rural Development Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-department-of-agriculture-and-rural-development-bursary/,4 November 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Gauteng Department of e-Government Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-department-of-e-government-bursary/,9 February 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Gauteng Department of Health Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-department-of-health-bursary/,16 May 2017.,
Gauteng Department of Health Bursary to Study Medicine in Cuba 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-department-of-health-bursary-to-study-medicine-in-cuba/,30 November 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Gauteng Department of Social Development Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-department-of-social-development-bursary/,29 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
"Gauteng Department of Sport, Arts, Culture and Recreation Bursary South Africa 2025",https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-department-of-sport-arts-culture-and-recreation-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Gauteng Dept of Infrastructure Development Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-dept-of-infrastructure-development-bursary/,16 October annually,
Gauteng Film Commission (GFC) Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-film-commission-gfc-bursary/,15 March 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Gauteng Department of Human Settlements Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-provincial-department-of-human-settlements-bursary/,25 March 2021.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Gauteng Provincial Treasury Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-provincial-treasury-bursary/,30 November 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
GCRA Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-city-region-academy-bursary/,29 February 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
George Municipality Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/george-municipality-bursary/,8 October 2024 (at 12:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Gert Sibande District Municipality Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/gert-sibande-district-municipality-bursary/,29 September 2017.,
Greater Letaba Municipality Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/greater-letaba-municipality-bursary/,2 February 2024 (at 16:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Hessequa Local Municipality Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/hessequa-local-municipality-bursary/,21 February 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Ingquza Hill Local Municipality Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/ingquza-hill-local-municipality-bursary/,10 February 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Inkomati-Usuthu Catchment Management Agency (IUCMA) Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/inkomati-usuthu-catchment-management-agency-iucma-bursary/,2 February 2024 (at 16:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Joe Morolong Assmang Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/joe-morolong-assmang-bursary/,31 October 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Johannesburg Water Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/johannesburg-water-bursary/,25 August 2022 (at 16:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Knysna Municipality Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/knysna-municipality-mayoral-bursary/,9 February 2024 (at 12:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
KwaDukuza Municipality Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/kwadukuza-municipality-bursary/,15 February 2022 (at 15:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
KwaZulu-Natal Department of Transport Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/kwazulu-natal-department-of-transport-bursary/,24 November 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
KwaZulu-Natal Government Bursary South Africa 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/kzn-provincial-government-bursaries/,31 March 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
KZN COGTA Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/kzn-cogta-bursary/,22 December 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
"KZN Department of Economic Development, Tourism and Environmental Affairs (EDTEA) Bursary South Africa 2024",https://www.zabursaries.co.za/government-bursaries-south-africa/kwazulu-natal-dept-of-edtea-bursary/,20 December 2023 (at 16:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
KwaZulu-Natal Department of Health Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/kzn-department-of-health-bursary/,24 November 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
KwaZulu-Natal Department of Human Settlements Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/kzn-department-of-human-settlements-bursary/,15 November 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
"KwaZulu-Natal Department of Sport, Arts and Culture Bursary South Africa 2024",https://www.zabursaries.co.za/government-bursaries-south-africa/kzn-department-of-sport-arts-and-culture-bursary/,8 December 2023.(Applications submitted after these dates will not be accepted – please apply before the closing date to ensure your application is considered.),
KZN Provincial Treasury Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/kzn-provincial-treasury-bursary/,16 November 2018.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Langeberg Municipality Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/langeberg-municipality-bursary/,29 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Lephalale Municipality Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/lephalale-municipality-bursary/,28 January 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Limpopo Department of Agriculture and Rural Development (LDARD) Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/limpopo-department-of-agriculture-and-rural-development-ldard-bursary/,17 November 2023 (at 16:30).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
"Limpopo Department of Economic Development, Environment and Tourism (LEDET) Bursary South Africa 2021 – 2022",https://www.zabursaries.co.za/government-bursaries-south-africa/limpopo-department-of-economic-development-environment-and-tourism-ledet-bursary/,20 December 2019.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Limpopo Department of Health Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/limpopo-department-of-health-bursary/,30 November annually.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Limpopo Department of Public Works Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/limpopo-provincial-government-bursary/,15 November 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Limpopo Department of Transport and Community Safety Bursary South Africa 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/limpopo-department-of-transport-and-community-safety-bursary/,7 April 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Limpopo Provincial Treasury Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/limpopo-provincial-treasury-bursary/,11 January 2019.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Makhuduthamaga Local Municipality Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/makhuduthamaga-local-municipality-bursary/,23 January 2025 (5 working days after Matric results are to be released).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Masakh’iSizwe (MiS) Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/masakhisizwe-bursary/,31 August 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Mhlathuze Water Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/mhlathuze-water-bursary/,4 March 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Mopani District Municipality Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/mopani-district-municipality-bursary/,4 February 2022.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Mossel Bay Municipality Bursary South Africa 2022 – 2023,https://www.zabursaries.co.za/government-bursaries-south-africa/mossel-bay-municipality-bursary/,25 November 2022 (at 13:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Mpumalanga Department of Health Bursary to Study Medicine in Cuba 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/mpumalanga-department-of-health-bursary-to-study-medicine-in-cuba/,10 May 2024 (at 16:00).(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Mpumalanga Provincial Government Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/mpumalanga-provincial-government-bursary/,31 October 2018.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Msunduzi Municipality Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/the-msunduzi-municipality-bursary/,11 October 2019.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Musina Local Municipality Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/musina-local-municipality-bursary/,19 January 2024 – extension.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
National Agricultural Marketing Council (NAMC) Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/national-agricultural-marketing-council-namc-bursary/,15 August 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
National Department of Social Development Bursary South Africa 2021 – 2022,https://www.zabursaries.co.za/government-bursaries-south-africa/national-department-of-social-development-bursary/,31 October annually.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
National Disaster Management Centre (NDMC) Bursary South Africa 2025,https://www.zabursaries.co.za/government-bursaries-south-africa/national-disaster-management-centre-ndmc-bursary/,30 September 2024.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
Ndwedwe Local Municipality Bursary South Africa 2024,https://www.zabursaries.co.za/government-bursaries-south-africa/ndwedwe-local-municipality-bursary/,22 December 2023.(Applications submitted after this date will not be accepted – please apply before the closing date to ensure your application is considered.),
